lat,lon,reviews
40.80848,-73.92792,15
40.71608,-73.94455,87
40.68206,-73.97159,27
40.68369,-73.98586,372
40.82643,-73.94208,24
40.6395,-73.96414,26
40.73622,-73.92455,81
40.75825,-73.9944,7
40.5791,-73.95726,21
40.81002,-73.94292,443
40.68578,-73.96093,452
40.76963,-73.922684,71
40.78099,-73.95628,6
40.71454,-73.98647,6
40.76718,-73.96152,1
40.69426,-73.9346,107
40.76972,-73.98688,174
40.81383,-73.94199,22
40.72802,-73.99686,7
40.7416,-73.99752,10
40.72693,-73.98902,20
40.72707748413086,-73.98497009277344,93
40.76896,-73.95479,1
40.71577,-73.94896,29
40.71629,-73.95362,122
40.68678,-73.96826,16
40.73744,-73.98031,9
40.72241,-73.99119,19
40.75742,-73.99342,9
40.71546,-73.95198,5
40.83645,-73.86634,1
40.69318,-73.96778,76
40.73369,-73.95297,1
40.69188,-73.97059,232
40.85343,-73.78811,114
40.69832,-73.91336,178
40.70411,-73.9289,27
40.77619,-73.94816,2
40.6731,-73.94114,59
40.67154,-73.95535,3
40.78983,-73.97899,5
40.81282,-73.94465,238
40.72796,-73.98008,6
40.67126,-73.94512,278
40.72884,-73.98308,16
40.67632,-73.92444,21
40.7971,-73.94748,59
40.688,-73.97386,10
40.80469,-73.95725,119
40.63763,-73.94979,378
40.75563,-73.91747,2
40.7982,-73.96975,113
40.76236,-73.9165,88
40.66928,-73.9884,3
40.68644,-73.95618,285
40.66658,-73.95514,88
